signal_source,feature_mode,autocorr,snr,between_tract,arch,seed,tract_fips,method,recovery_r,morans_i_true,morans_i_output,wtvr_achieved,generator_commit
latent,coordinates_only,weak,high,high,sage,42,47065011447,granite,-0.002969611354140743,0.028590062900003495,0.9804111408474483,0.14530541556114743,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,42,47065011900,dasymetric,-0.03778156826638152,-0.035192182786591655,,0.14530541556114743,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,42,47065011900,pycnophylactic,-0.0862145824494613,-0.035192182786591655,,0.14530541556114743,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,42,47065011900,ceiling_gbm,0.006824709409651672,-0.035192182786591655,,0.14530541556114743,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,42,47065011900,granite,0.04466317504640568,-0.035192182786591655,0.9245431410772449,0.14530541556114743,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065000600,dasymetric,0.03338395845138198,0.060637171721985,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065000600,pycnophylactic,0.01098432621561001,0.060637171721985,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065000600,ceiling_gbm,0.12139865835171668,0.060637171721985,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,17,47065000600,granite,-0.04972212793737271,0.060637171721985,0.9968113342550001,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065000700,dasymetric,-0.024364042416287843,0.048307402403783124,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065000700,pycnophylactic,0.003006171733926117,0.048307402403783124,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065000700,ceiling_gbm,0.009814362781514447,0.048307402403783124,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,17,47065000700,granite,-0.004643391976433364,0.048307402403783124,0.9761262083270611,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065001200,dasymetric,0.05058799606445,0.01892563143126631,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065001200,pycnophylactic,-0.0348605396032166,0.01892563143126631,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065001200,ceiling_gbm,0.10174124865655386,0.01892563143126631,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,17,47065001200,granite,0.004518541860985065,0.01892563143126631,0.9843258712334693,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065001800,dasymetric,-0.0208739242440138,0.03681312660904273,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065001800,pycnophylactic,0.036275135183967994,0.03681312660904273,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065001800,ceiling_gbm,0.07208254537388009,0.03681312660904273,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,17,47065001800,granite,0.04849713393889437,0.03681312660904273,0.9832287564430144,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065001900,dasymetric,-0.0016044037746063026,0.020712866217644156,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065001900,pycnophylactic,-0.0101553417238185,0.020712866217644156,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065001900,ceiling_gbm,-0.03432442959292368,0.020712866217644156,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,17,47065001900,granite,-0.0006221588195389751,0.020712866217644156,0.9878885275464782,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065002400,dasymetric,0.02524090988246272,0.03409977770916594,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065002400,pycnophylactic,-0.01965613315603885,0.03409977770916594,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065002400,ceiling_gbm,0.06316044455271871,0.03409977770916594,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,17,47065002400,granite,-0.043777290901702404,0.03409977770916594,0.995816417545044,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065003400,dasymetric,0.017365286818550377,0.005196289635872985,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065003400,pycnophylactic,-0.10556388504281895,0.005196289635872985,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065003400,ceiling_gbm,0.24483905507951062,0.005196289635872985,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,17,47065003400,granite,-0.01678711514459388,0.005196289635872985,0.9677734525268469,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065010431,dasymetric,-0.00431259605727784,0.04688392135972711,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065010431,pycnophylactic,-0.0265680256888884,0.04688392135972711,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065010431,ceiling_gbm,0.09911343874684482,0.04688392135972711,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,17,47065010431,granite,-0.027420705818065428,0.04688392135972711,0.992209976528038,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065010433,dasymetric,0.03344908836710466,0.035478840167730556,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065010433,pycnophylactic,-0.01599835645934492,0.035478840167730556,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065010433,ceiling_gbm,0.10204896205041716,0.035478840167730556,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,17,47065010433,granite,0.018053127276094517,0.035478840167730556,0.9931738136346606,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065010435,dasymetric,0.022231486732424782,0.026699794507832667,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065010435,pycnophylactic,-0.025659917129704803,0.026699794507832667,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065010435,ceiling_gbm,0.06398926071824815,0.026699794507832667,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,17,47065010435,granite,0.01310464575215342,0.026699794507832667,0.98256135461767,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011311,dasymetric,0.0031377387961013235,0.035021022145567154,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011311,pycnophylactic,-0.006137742478900482,0.035021022145567154,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011311,ceiling_gbm,0.1378392262215883,0.035021022145567154,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,17,47065011311,granite,-0.040155787972977135,0.035021022145567154,0.9962002688932995,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011321,dasymetric,-0.020576335252128382,0.04867273237743376,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011321,pycnophylactic,-0.0025779706600005843,0.04867273237743376,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011321,ceiling_gbm,0.1453645952551785,0.04867273237743376,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,17,47065011321,granite,0.004809951578197753,0.04867273237743376,0.9955653592180018,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011324,dasymetric,0.39806406125952437,0.3108723452836633,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011324,pycnophylactic,0.6404427320256002,0.3108723452836633,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011324,ceiling_gbm,0.4602455503158769,0.3108723452836633,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,17,47065011324,granite,0.23508227263706516,0.3108723452836633,0.035899650152381384,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011325,dasymetric,-0.04104081393466335,0.045741573785254466,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011325,pycnophylactic,0.0004703071955501116,0.045741573785254466,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011325,ceiling_gbm,0.047070851533860716,0.045741573785254466,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,17,47065011325,granite,0.02104306918854211,0.045741573785254466,0.991412796977356,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011326,dasymetric,-0.04540087439538722,0.05773872337829342,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011326,pycnophylactic,-0.048616029374375015,0.05773872337829342,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011326,ceiling_gbm,0.1298751320145458,0.05773872337829342,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,17,47065011326,granite,-0.06954196967962228,0.05773872337829342,0.9937311383514579,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011402,dasymetric,-0.019561413822408107,0.044758575429241165,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011402,pycnophylactic,-0.05485608117307675,0.044758575429241165,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011402,ceiling_gbm,0.12966191175915245,0.044758575429241165,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,17,47065011402,granite,0.01979374506745653,0.044758575429241165,0.9832540169716716,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011413,dasymetric,0.020471947874764675,0.052142602846209814,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011413,pycnophylactic,-0.009939824594585416,0.052142602846209814,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011413,ceiling_gbm,0.08620864244052548,0.052142602846209814,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,17,47065011413,granite,0.02585106027687665,0.052142602846209814,0.9802925114098586,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011444,dasymetric,-0.014581632509234926,0.03572440479503588,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011444,pycnophylactic,-0.017183889902754428,0.03572440479503588,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011444,ceiling_gbm,0.04440768889661609,0.03572440479503588,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,17,47065011444,granite,-0.017032350756707247,0.03572440479503588,0.9974707722476719,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011447,dasymetric,-0.04139609116089421,0.009708136039254595,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011447,pycnophylactic,0.003267470258431427,0.009708136039254595,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011447,ceiling_gbm,-0.02558448915317987,0.009708136039254595,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,17,47065011447,granite,-0.008627036981166576,0.009708136039254595,0.9747984519017278,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011900,dasymetric,-0.09001908720582352,-0.08702317333680708,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011900,pycnophylactic,-0.0592112585875787,-0.08702317333680708,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,17,47065011900,ceiling_gbm,0.05218319244385831,-0.08702317333680708,,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,17,47065011900,granite,-0.06522566820747965,-0.08702317333680708,0.9510715558935335,0.13800603380779802,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065000600,dasymetric,-0.025808449627377765,0.046698149437602664,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065000600,pycnophylactic,0.00023945414426053882,0.046698149437602664,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065000600,ceiling_gbm,0.057693522545199945,0.046698149437602664,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,123,47065000600,granite,-0.017742673495317687,0.046698149437602664,0.9874273241420277,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065000700,dasymetric,0.02083909212733267,0.01437792649342153,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065000700,pycnophylactic,0.008423159147122647,0.01437792649342153,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065000700,ceiling_gbm,0.01701911754197664,0.01437792649342153,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,123,47065000700,granite,0.01571830250171237,0.01437792649342153,0.9689774746644306,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065001200,dasymetric,0.0028781290145998327,0.06413047567577272,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065001200,pycnophylactic,0.03256934098309678,0.06413047567577272,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065001200,ceiling_gbm,0.12670115631858034,0.06413047567577272,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,123,47065001200,granite,0.09989850629884207,0.06413047567577272,0.9854256634219586,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065001800,dasymetric,0.035196195067197726,0.02312606486702166,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065001800,pycnophylactic,0.005405098277228499,0.02312606486702166,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065001800,ceiling_gbm,-0.002945408515981261,0.02312606486702166,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,123,47065001800,granite,0.0019131969337836145,0.02312606486702166,0.9539173969105805,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065001900,dasymetric,0.02734348251753589,0.03757152520896968,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065001900,pycnophylactic,-0.014121097153141207,0.03757152520896968,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065001900,ceiling_gbm,0.03992469000387644,0.03757152520896968,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,123,47065001900,granite,-0.026349091246435023,0.03757152520896968,0.9743332471438975,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065002400,dasymetric,-0.018036697477240474,0.021679903189747253,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065002400,pycnophylactic,-0.013080035251946063,0.021679903189747253,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065002400,ceiling_gbm,-0.023184641205601483,0.021679903189747253,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,123,47065002400,granite,0.000629388807491976,0.021679903189747253,0.9949067476573545,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065003400,dasymetric,-0.08713287201564227,0.03494459896379688,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065003400,pycnophylactic,-0.001769613686590162,0.03494459896379688,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065003400,ceiling_gbm,0.24439259631403293,0.03494459896379688,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,123,47065003400,granite,0.028720931369714375,0.03494459896379688,0.990760769654736,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065010431,dasymetric,0.03376772418906396,0.04223450172430713,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065010431,pycnophylactic,-0.013585145684338657,0.04223450172430713,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065010431,ceiling_gbm,0.10821095396438642,0.04223450172430713,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,123,47065010431,granite,-0.033828615349703224,0.04223450172430713,0.9919531748635925,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065010433,dasymetric,0.006324824659398175,0.029582659001090982,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065010433,pycnophylactic,-0.00357611170632539,0.029582659001090982,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065010433,ceiling_gbm,0.06379359047653023,0.029582659001090982,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,123,47065010433,granite,0.01052847820575189,0.029582659001090982,0.9912946360643478,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065010435,dasymetric,0.0027022687018506426,0.05133219778428121,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065010435,pycnophylactic,0.004987822568647615,0.05133219778428121,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065010435,ceiling_gbm,0.07257746886174614,0.05133219778428121,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,123,47065010435,granite,0.02294813846747672,0.05133219778428121,0.9881973856572664,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011311,dasymetric,-0.012759581291993066,0.039889641139470494,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011311,pycnophylactic,0.03087104894974554,0.039889641139470494,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011311,ceiling_gbm,0.10400301968219755,0.039889641139470494,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,123,47065011311,granite,0.010578911890389644,0.039889641139470494,0.9976159031240086,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011321,dasymetric,0.020066895395971247,0.03552524678506665,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011321,pycnophylactic,-0.008529009456876518,0.03552524678506665,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011321,ceiling_gbm,0.13549931215687022,0.03552524678506665,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,123,47065011321,granite,0.034483227350771174,0.03552524678506665,0.9924724696516253,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011324,dasymetric,-0.1006931779232059,-0.14006832369125363,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011324,pycnophylactic,0.2251526428550354,-0.14006832369125363,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011324,ceiling_gbm,-0.47266635021614456,-0.14006832369125363,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,123,47065011324,granite,0.14441730296072572,-0.14006832369125363,0.0184636177120933,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011325,dasymetric,-0.027378964272380096,0.039973546997249754,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011325,pycnophylactic,-0.008266800455478548,0.039973546997249754,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011325,ceiling_gbm,0.04230188703211566,0.039973546997249754,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,123,47065011325,granite,-0.012153018321449213,0.039973546997249754,0.99221424632522,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011326,dasymetric,-0.014278765520828367,0.06149697212371079,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011326,pycnophylactic,-0.007850672266266727,0.06149697212371079,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011326,ceiling_gbm,0.11357885421836485,0.06149697212371079,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,123,47065011326,granite,0.01595632192422956,0.06149697212371079,0.9953666123108266,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011402,dasymetric,0.03198912513233402,0.0612718742259048,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011402,pycnophylactic,0.024861162924412532,0.0612718742259048,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011402,ceiling_gbm,0.1316238671023224,0.0612718742259048,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,123,47065011402,granite,0.02630049363614804,0.0612718742259048,0.9804280130658856,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011413,dasymetric,0.018153268310058895,0.03383179886902956,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011413,pycnophylactic,-0.0629732392801146,0.03383179886902956,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,na,weak,high,high,na,123,47065011413,ceiling_gbm,0.04561788980924015,0.03383179886902956,,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
latent,coordinates_only,weak,high,high,sage,123,47065011413,granite,0.0017072323962183428,0.03383179886902956,0.9972841579879351,0.13346459142986108,cdc860a4d36cbadb0e6e9865cd31c55d89aaa81b
